country,day,vaccine,total_vaccinations
Germany,4/21/2021,Moderna,1293993
Germany,4/21/2021,Oxford/AstraZeneca,5019879
Germany,4/21/2021,Pfizer/BioNTech,17397088
Germany,4/22/2021,Moderna,1330920
Germany,4/22/2021,Oxford/AstraZeneca,5230692
Germany,4/22/2021,Pfizer/BioNTech,17772129
Germany,4/23/2021,Moderna,1368191
Germany,4/23/2021,Oxford/AstraZeneca,5386865
Germany,4/23/2021,Pfizer/BioNTech,18113188
Germany,4/24/2021,Moderna,1408392
Germany,4/24/2021,Oxford/AstraZeneca,5466367
Germany,4/24/2021,Pfizer/BioNTech,18344481
Germany,4/25/2021,Moderna,1435608
Germany,4/25/2021,Oxford/AstraZeneca,5526619
Germany,4/25/2021,Pfizer/BioNTech,18527686
Germany,4/26/2021,Moderna,1466856
Germany,4/26/2021,Oxford/AstraZeneca,5595278
Germany,4/26/2021,Pfizer/BioNTech,18830416
Iceland,12/29/2020,Moderna,0
Iceland,12/29/2020,Oxford/AstraZeneca,0
Iceland,12/29/2020,Pfizer/BioNTech,2525
Iceland,12/30/2020,Moderna,0
Iceland,12/30/2020,Oxford/AstraZeneca,0
Iceland,12/30/2020,Pfizer/BioNTech,4941
Iceland,12/31/2020,Moderna,0
Iceland,12/31/2020,Oxford/AstraZeneca,0
Iceland,12/31/2020,Pfizer/BioNTech,4941
Iceland,1/1/2021,Moderna,0
Iceland,1/1/2021,Oxford/AstraZeneca,0
Iceland,1/1/2021,Pfizer/BioNTech,4941
Iceland,1/2/2021,Moderna,0
Iceland,1/2/2021,Oxford/AstraZeneca,0
Iceland,1/2/2021,Pfizer/BioNTech,4941
Iceland,1/3/2021,Moderna,0
Iceland,1/3/2021,Oxford/AstraZeneca,0
Iceland,1/3/2021,Pfizer/BioNTech,4941
Iceland,1/4/2021,Moderna,0
Iceland,1/4/2021,Oxford/AstraZeneca,0
Iceland,1/4/2021,Pfizer/BioNTech,4941
Iceland,1/5/2021,Moderna,0
Iceland,1/5/2021,Oxford/AstraZeneca,0
Iceland,1/5/2021,Pfizer/BioNTech,4948
Iceland,1/6/2021,Moderna,0
Iceland,1/6/2021,Oxford/AstraZeneca,0
Iceland,1/6/2021,Pfizer/BioNTech,4948
Iceland,1/7/2021,Moderna,0
Iceland,1/7/2021,Oxford/AstraZeneca,0
Iceland,1/7/2021,Pfizer/BioNTech,4948
Iceland,1/8/2021,Moderna,0
Iceland,1/8/2021,Oxford/AstraZeneca,0
Iceland,1/8/2021,Pfizer/BioNTech,4948
Iceland,1/9/2021,Moderna,0
Iceland,1/9/2021,Oxford/AstraZeneca,0
Iceland,1/9/2021,Pfizer/BioNTech,4948
Iceland,1/10/2021,Moderna,0
Iceland,1/10/2021,Oxford/AstraZeneca,0
Iceland,1/10/2021,Pfizer/BioNTech,4948
Iceland,1/11/2021,Moderna,0
Iceland,1/11/2021,Oxford/AstraZeneca,0
Iceland,1/11/2021,Pfizer/BioNTech,4948
Iceland,1/12/2021,Moderna,0
Iceland,1/12/2021,Oxford/AstraZeneca,0
Iceland,1/12/2021,Pfizer/BioNTech,4948
Iceland,1/13/2021,Moderna,501
Iceland,1/13/2021,Oxford/AstraZeneca,0
Iceland,1/13/2021,Pfizer/BioNTech,4948
Iceland,1/14/2021,Moderna,843
Iceland,1/14/2021,Oxford/AstraZeneca,0
Iceland,1/14/2021,Pfizer/BioNTech,4948
Iceland,1/15/2021,Moderna,1262
Iceland,1/15/2021,Oxford/AstraZeneca,0
Iceland,1/15/2021,Pfizer/BioNTech,4948
Iceland,1/16/2021,Moderna,1262
Iceland,1/16/2021,Oxford/AstraZeneca,0
Iceland,1/16/2021,Pfizer/BioNTech,4948
Iceland,1/17/2021,Moderna,1262
Iceland,1/17/2021,Oxford/AstraZeneca,0
Iceland,1/17/2021,Pfizer/BioNTech,4948
Iceland,1/18/2021,Moderna,1263
Iceland,1/18/2021,Oxford/AstraZeneca,0
Iceland,1/18/2021,Pfizer/BioNTech,4978
Iceland,1/19/2021,Moderna,1263
Iceland,1/19/2021,Oxford/AstraZeneca,0
Iceland,1/19/2021,Pfizer/BioNTech,6072
Iceland,1/20/2021,Moderna,1263
Iceland,1/20/2021,Oxford/AstraZeneca,0
Iceland,1/20/2021,Pfizer/BioNTech,7834
Iceland,1/21/2021,Moderna,1263
Iceland,1/21/2021,Oxford/AstraZeneca,1
Iceland,1/21/2021,Pfizer/BioNTech,11610
Iceland,1/22/2021,Moderna,1263
Iceland,1/22/2021,Oxford/AstraZeneca,1
Iceland,1/22/2021,Pfizer/BioNTech,13501
Iceland,1/23/2021,Moderna,1263
Iceland,1/23/2021,Oxford/AstraZeneca,1
Iceland,1/23/2021,Pfizer/BioNTech,14050
Iceland,1/24/2021,Moderna,1263
Iceland,1/24/2021,Oxford/AstraZeneca,1
Iceland,1/24/2021,Pfizer/BioNTech,14050
Iceland,1/25/2021,Moderna,1263
Iceland,1/25/2021,Oxford/AstraZeneca,1
Iceland,1/25/2021,Pfizer/BioNTech,14206
Iceland,1/26/2021,Moderna,1263
Iceland,1/26/2021,Oxford/AstraZeneca,1
Iceland,1/26/2021,Pfizer/BioNTech,14313
Iceland,1/27/2021,Moderna,1263
Iceland,1/27/2021,Oxford/AstraZeneca,1
Iceland,1/27/2021,Pfizer/BioNTech,14326
Iceland,1/28/2021,Moderna,1263
Iceland,1/28/2021,Oxford/AstraZeneca,1
Iceland,1/28/2021,Pfizer/BioNTech,14326
Iceland,1/29/2021,Moderna,1263
Iceland,1/29/2021,Oxford/AstraZeneca,1
Iceland,1/29/2021,Pfizer/BioNTech,14327
Iceland,1/30/2021,Moderna,1263
Iceland,1/30/2021,Oxford/AstraZeneca,1
Iceland,1/30/2021,Pfizer/BioNTech,14327
Iceland,1/31/2021,Moderna,1263
Iceland,1/31/2021,Oxford/AstraZeneca,1
Iceland,1/31/2021,Pfizer/BioNTech,14327
Iceland,2/1/2021,Moderna,1263
Iceland,2/1/2021,Oxford/AstraZeneca,1
Iceland,2/1/2021,Pfizer/BioNTech,14764
Iceland,2/2/2021,Moderna,1264
Iceland,2/2/2021,Oxford/AstraZeneca,1
Iceland,2/2/2021,Pfizer/BioNTech,15775
Iceland,2/3/2021,Moderna,1264
Iceland,2/3/2021,Oxford/AstraZeneca,1
Iceland,2/3/2021,Pfizer/BioNTech,16304
Iceland,2/4/2021,Moderna,1264
Iceland,2/4/2021,Oxford/AstraZeneca,1
Iceland,2/4/2021,Pfizer/BioNTech,16343
Iceland,2/5/2021,Moderna,1264
Iceland,2/5/2021,Oxford/AstraZeneca,1
Iceland,2/5/2021,Pfizer/BioNTech,16367
Iceland,2/6/2021,Moderna,1264
Iceland,2/6/2021,Oxford/AstraZeneca,1
Iceland,2/6/2021,Pfizer/BioNTech,16486
Iceland,2/7/2021,Moderna,1264
Iceland,2/7/2021,Oxford/AstraZeneca,1
Iceland,2/7/2021,Pfizer/BioNTech,16486
Iceland,2/8/2021,Moderna,1264
Iceland,2/8/2021,Oxford/AstraZeneca,1
Iceland,2/8/2021,Pfizer/BioNTech,16486
Iceland,2/9/2021,Moderna,1264
Iceland,2/9/2021,Oxford/AstraZeneca,1
Iceland,2/9/2021,Pfizer/BioNTech,16486
Iceland,2/10/2021,Moderna,1814
Iceland,2/10/2021,Oxford/AstraZeneca,1
Iceland,2/10/2021,Pfizer/BioNTech,16487
Iceland,2/11/2021,Moderna,1990
Iceland,2/11/2021,Oxford/AstraZeneca,1209
Iceland,2/11/2021,Pfizer/BioNTech,16487
Iceland,2/12/2021,Moderna,2198
Iceland,2/12/2021,Oxford/AstraZeneca,1209
Iceland,2/12/2021,Pfizer/BioNTech,16501
Iceland,2/13/2021,Moderna,2198
Iceland,2/13/2021,Oxford/AstraZeneca,1209
Iceland,2/13/2021,Pfizer/BioNTech,16501
Iceland,2/14/2021,Moderna,2198
Iceland,2/14/2021,Oxford/AstraZeneca,1209
Iceland,2/14/2021,Pfizer/BioNTech,16501
Iceland,2/15/2021,Moderna,2385
Iceland,2/15/2021,Oxford/AstraZeneca,1209
Iceland,2/15/2021,Pfizer/BioNTech,16501
Iceland,2/16/2021,Moderna,2584
Iceland,2/16/2021,Oxford/AstraZeneca,1253
Iceland,2/16/2021,Pfizer/BioNTech,17796
Iceland,2/17/2021,Moderna,3233
Iceland,2/17/2021,Oxford/AstraZeneca,1516
Iceland,2/17/2021,Pfizer/BioNTech,20223
Iceland,2/18/2021,Moderna,3574
Iceland,2/18/2021,Oxford/AstraZeneca,1595
Iceland,2/18/2021,Pfizer/BioNTech,20670
Iceland,2/19/2021,Moderna,3904
Iceland,2/19/2021,Oxford/AstraZeneca,2719
Iceland,2/19/2021,Pfizer/BioNTech,20854
Iceland,2/20/2021,Moderna,3904
Iceland,2/20/2021,Oxford/AstraZeneca,2719
Iceland,2/20/2021,Pfizer/BioNTech,21204
Iceland,2/21/2021,Moderna,3904
Iceland,2/21/2021,Oxford/AstraZeneca,2719
Iceland,2/21/2021,Pfizer/BioNTech,21204
Iceland,2/22/2021,Moderna,3904
Iceland,2/22/2021,Oxford/AstraZeneca,2836
Iceland,2/22/2021,Pfizer/BioNTech,21230
Iceland,2/23/2021,Moderna,3904
Iceland,2/23/2021,Oxford/AstraZeneca,3156
Iceland,2/23/2021,Pfizer/BioNTech,22601
Iceland,2/24/2021,Moderna,3904
Iceland,2/24/2021,Oxford/AstraZeneca,3726
Iceland,2/24/2021,Pfizer/BioNTech,23912
Iceland,2/25/2021,Moderna,3904
Iceland,2/25/2021,Oxford/AstraZeneca,3936
Iceland,2/25/2021,Pfizer/BioNTech,24429
Iceland,2/26/2021,Moderna,3904
Iceland,2/26/2021,Oxford/AstraZeneca,5157
Iceland,2/26/2021,Pfizer/BioNTech,24588
Iceland,2/27/2021,Moderna,3904
Iceland,2/27/2021,Oxford/AstraZeneca,5157
Iceland,2/27/2021,Pfizer/BioNTech,24747
Iceland,2/28/2021,Moderna,3904
Iceland,2/28/2021,Oxford/AstraZeneca,5157
Iceland,2/28/2021,Pfizer/BioNTech,24747
Iceland,3/1/2021,Moderna,3904
Iceland,3/1/2021,Oxford/AstraZeneca,5253
Iceland,3/1/2021,Pfizer/BioNTech,24747
Iceland,3/2/2021,Moderna,3905
Iceland,3/2/2021,Oxford/AstraZeneca,5379
Iceland,3/2/2021,Pfizer/BioNTech,27104
Iceland,3/3/2021,Moderna,3905
Iceland,3/3/2021,Oxford/AstraZeneca,5491
Iceland,3/3/2021,Pfizer/BioNTech,29856
Iceland,3/4/2021,Moderna,3906
Iceland,3/4/2021,Oxford/AstraZeneca,5856
Iceland,3/4/2021,Pfizer/BioNTech,30037
Iceland,3/5/2021,Moderna,3906
Iceland,3/5/2021,Oxford/AstraZeneca,8147
Iceland,3/5/2021,Pfizer/BioNTech,30037
Iceland,3/6/2021,Moderna,3906
Iceland,3/6/2021,Oxford/AstraZeneca,8147
Iceland,3/6/2021,Pfizer/BioNTech,30037
Iceland,3/7/2021,Moderna,3906
Iceland,3/7/2021,Oxford/AstraZeneca,8147
Iceland,3/7/2021,Pfizer/BioNTech,30037
Iceland,3/8/2021,Moderna,3906
Iceland,3/8/2021,Oxford/AstraZeneca,8150
Iceland,3/8/2021,Pfizer/BioNTech,30038
Iceland,3/9/2021,Moderna,3906
Iceland,3/9/2021,Oxford/AstraZeneca,8290
Iceland,3/9/2021,Pfizer/BioNTech,32713
Iceland,3/10/2021,Moderna,3906
Iceland,3/10/2021,Oxford/AstraZeneca,8895
Iceland,3/10/2021,Pfizer/BioNTech,33298
Iceland,3/11/2021,Moderna,3906
Iceland,3/11/2021,Oxford/AstraZeneca,9280
Iceland,3/11/2021,Pfizer/BioNTech,33722
Iceland,3/12/2021,Moderna,3906
Iceland,3/12/2021,Oxford/AstraZeneca,9280
Iceland,3/12/2021,Pfizer/BioNTech,33916
Iceland,3/13/2021,Moderna,3906
Iceland,3/13/2021,Oxford/AstraZeneca,9280
Iceland,3/13/2021,Pfizer/BioNTech,33916
Iceland,3/14/2021,Moderna,3906
Iceland,3/14/2021,Oxford/AstraZeneca,9280
Iceland,3/14/2021,Pfizer/BioNTech,33916
Iceland,3/15/2021,Moderna,3906
Iceland,3/15/2021,Oxford/AstraZeneca,9280
Iceland,3/15/2021,Pfizer/BioNTech,33935
Iceland,3/16/2021,Moderna,3906
Iceland,3/16/2021,Oxford/AstraZeneca,9280
Iceland,3/16/2021,Pfizer/BioNTech,37168
Iceland,3/17/2021,Moderna,4343
Iceland,3/17/2021,Oxford/AstraZeneca,9280
Iceland,3/17/2021,Pfizer/BioNTech,37695
Iceland,3/18/2021,Moderna,4623
Iceland,3/18/2021,Oxford/AstraZeneca,9280
Iceland,3/18/2021,Pfizer/BioNTech,38734
Iceland,3/19/2021,Moderna,4848
Iceland,3/19/2021,Oxford/AstraZeneca,9280
Iceland,3/19/2021,Pfizer/BioNTech,38920
Iceland,3/20/2021,Moderna,4848
Iceland,3/20/2021,Oxford/AstraZeneca,9280
Iceland,3/20/2021,Pfizer/BioNTech,38920
Iceland,3/21/2021,Moderna,4848
Iceland,3/21/2021,Oxford/AstraZeneca,9280
Iceland,3/21/2021,Pfizer/BioNTech,38921
Iceland,3/22/2021,Moderna,5075
Iceland,3/22/2021,Oxford/AstraZeneca,9280
Iceland,3/22/2021,Pfizer/BioNTech,40544
Iceland,3/23/2021,Moderna,5288
Iceland,3/23/2021,Oxford/AstraZeneca,9289
Iceland,3/23/2021,Pfizer/BioNTech,43489
Iceland,3/24/2021,Moderna,6715
Iceland,3/24/2021,Oxford/AstraZeneca,9289
Iceland,3/24/2021,Pfizer/BioNTech,43931
Iceland,3/25/2021,Moderna,6715
Iceland,3/25/2021,Oxford/AstraZeneca,9322
Iceland,3/25/2021,Pfizer/BioNTech,44373
Iceland,3/26/2021,Moderna,6716
Iceland,3/26/2021,Oxford/AstraZeneca,13963
Iceland,3/26/2021,Pfizer/BioNTech,44804
Iceland,3/27/2021,Moderna,6716
Iceland,3/27/2021,Oxford/AstraZeneca,13963
Iceland,3/27/2021,Pfizer/BioNTech,45189
Iceland,3/28/2021,Moderna,6716
Iceland,3/28/2021,Oxford/AstraZeneca,13963
Iceland,3/28/2021,Pfizer/BioNTech,45521
Iceland,3/29/2021,Moderna,6716
Iceland,3/29/2021,Oxford/AstraZeneca,14975
Iceland,3/29/2021,Pfizer/BioNTech,46381
Iceland,3/30/2021,Moderna,6716
Iceland,3/30/2021,Oxford/AstraZeneca,16436
Iceland,3/30/2021,Pfizer/BioNTech,49882
Iceland,3/31/2021,Moderna,6716
Iceland,3/31/2021,Oxford/AstraZeneca,17232
Iceland,3/31/2021,Pfizer/BioNTech,50717
Iceland,4/1/2021,Moderna,6716
Iceland,4/1/2021,Oxford/AstraZeneca,17232
Iceland,4/1/2021,Pfizer/BioNTech,50717
Iceland,4/2/2021,Moderna,6716
Iceland,4/2/2021,Oxford/AstraZeneca,17232
Iceland,4/2/2021,Pfizer/BioNTech,50717
Iceland,4/3/2021,Moderna,6716
Iceland,4/3/2021,Oxford/AstraZeneca,17232
Iceland,4/3/2021,Pfizer/BioNTech,50717
Iceland,4/4/2021,Moderna,6716
Iceland,4/4/2021,Oxford/AstraZeneca,17232
Iceland,4/4/2021,Pfizer/BioNTech,50717
Iceland,4/5/2021,Moderna,6716
Iceland,4/5/2021,Oxford/AstraZeneca,17232
Iceland,4/5/2021,Pfizer/BioNTech,50717
Iceland,4/6/2021,Moderna,6716
Iceland,4/6/2021,Oxford/AstraZeneca,17232
Iceland,4/6/2021,Pfizer/BioNTech,50717
Iceland,4/7/2021,Moderna,6716
Iceland,4/7/2021,Oxford/AstraZeneca,18054
Iceland,4/7/2021,Pfizer/BioNTech,55007
Iceland,4/8/2021,Moderna,6716
Iceland,4/8/2021,Oxford/AstraZeneca,22356
Iceland,4/8/2021,Pfizer/BioNTech,57345
Iceland,4/9/2021,Moderna,8154
Iceland,4/9/2021,Oxford/AstraZeneca,22726
Iceland,4/9/2021,Pfizer/BioNTech,57839
Iceland,4/10/2021,Moderna,8154
Iceland,4/10/2021,Oxford/AstraZeneca,23239
Iceland,4/10/2021,Pfizer/BioNTech,57857
Iceland,4/11/2021,Moderna,8154
Iceland,4/11/2021,Oxford/AstraZeneca,23239
Iceland,4/11/2021,Pfizer/BioNTech,57857
Iceland,4/12/2021,Moderna,8154
Iceland,4/12/2021,Oxford/AstraZeneca,23261
Iceland,4/12/2021,Pfizer/BioNTech,57857
Iceland,4/13/2021,Moderna,8154
Iceland,4/13/2021,Oxford/AstraZeneca,23281
Iceland,4/13/2021,Pfizer/BioNTech,64036
Iceland,4/14/2021,Moderna,8154
Iceland,4/14/2021,Oxford/AstraZeneca,23783
Iceland,4/14/2021,Pfizer/BioNTech,65493
Iceland,4/15/2021,Moderna,8154
Iceland,4/15/2021,Oxford/AstraZeneca,23898
Iceland,4/15/2021,Pfizer/BioNTech,66631
Iceland,4/16/2021,Moderna,8154
Iceland,4/16/2021,Oxford/AstraZeneca,23901
Iceland,4/16/2021,Pfizer/BioNTech,67460
Iceland,4/17/2021,Moderna,8154
Iceland,4/17/2021,Oxford/AstraZeneca,23901
Iceland,4/17/2021,Pfizer/BioNTech,67810
Iceland,4/18/2021,Moderna,8154
Iceland,4/18/2021,Oxford/AstraZeneca,23901
Iceland,4/18/2021,Pfizer/BioNTech,68130
Iceland,4/19/2021,Moderna,8154
Iceland,4/19/2021,Oxford/AstraZeneca,23901
Iceland,4/19/2021,Pfizer/BioNTech,68588
Iceland,4/20/2021,Moderna,8165
Iceland,4/20/2021,Oxford/AstraZeneca,23901
Iceland,4/20/2021,Pfizer/BioNTech,75283
Iceland,4/21/2021,Moderna,12467
Iceland,4/21/2021,Oxford/AstraZeneca,23958
Iceland,4/21/2021,Pfizer/BioNTech,76905
Italy,12/27/2020,Pfizer/BioNTech,7170
Italy,12/28/2020,Pfizer/BioNTech,8606
Italy,12/29/2020,Pfizer/BioNTech,9615
Italy,12/30/2020,Pfizer/BioNTech,14343
Italy,12/31/2020,Pfizer/BioNTech,40093
Italy,1/1/2021,Pfizer/BioNTech,51302
Italy,1/2/2021,Pfizer/BioNTech,90110
Italy,1/3/2021,Pfizer/BioNTech,125519
Italy,1/4/2021,Pfizer/BioNTech,194649
Italy,1/5/2021,Pfizer/BioNTech,274638
Italy,1/6/2021,Pfizer/BioNTech,340203
Italy,1/7/2021,Pfizer/BioNTech,433352
Italy,1/8/2021,Moderna,2
Italy,1/8/2021,Pfizer/BioNTech,530529
Italy,1/9/2021,Pfizer/BioNTech,618832
Italy,1/10/2021,Pfizer/BioNTech,680465
Italy,1/11/2021,Pfizer/BioNTech,762909
Italy,1/12/2021,Pfizer/BioNTech,846272
Italy,1/13/2021,Moderna,3
Italy,1/13/2021,Pfizer/BioNTech,941868
Italy,1/14/2021,Moderna,87
Italy,1/14/2021,Pfizer/BioNTech,1036486
Italy,1/15/2021,Moderna,1211
Italy,1/15/2021,Pfizer/BioNTech,1126153
Italy,1/16/2021,Moderna,2121
Italy,1/16/2021,Pfizer/BioNTech,1191284
Italy,1/17/2021,Moderna,2414
Italy,1/17/2021,Pfizer/BioNTech,1228994
Italy,1/18/2021,Moderna,3632
Italy,1/18/2021,Pfizer/BioNTech,1272190
Italy,1/19/2021,Moderna,5723
Italy,1/19/2021,Pfizer/BioNTech,1302884
Italy,1/20/2021,Moderna,9000
Italy,1/20/2021,Pfizer/BioNTech,1330192
Italy,1/21/2021,Moderna,11792
